Playlist_id,Video_id,Video_name,Video_description,Video_Published_at,Video_view_count,Video_like_count,Video_favorite_count,Video_comment_count,Video_duration,Video_thumbnail,Video_caption_status
UUASGyre6VNuPsF5f9f9nm8g,OefEC8bYmZg,I Married The First Guy I Met | @LoveBuster_,"Is marriage the required next step in a relationship?

Sophia was attending her friend’s wedding. As she was preparing to catch the bride’s bouquet, Sophia’s BF snatched it right from her hands and declared that she shouldn’t even hope for him ever marrying her. Naturally, she burst into tears and ran off. But as fate would have it, she bumped into a stranger who asked her to marry him right there and then. 

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-29 23:00:13,378803,7650.0,0,324,545,https://i.ytimg.com/vi/OefEC8bYmZg/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,LqXxI9kiHks,Two Girls Date The Same Man | @LoveBuster_,"Could you be friends with your partner’s lover?

This may sound outrageous. But that’s what happened to Charlotte and Scarlet. 

Charlotte arrived at the restaurant expecting a date with her husband. But sitting at their table was Scarlet, also waiting for the man. Upon realizing that they were awaiting the same guy, the girls didn’t fight. Instead, they opened a bottle of wine and bonded over their broken hearts. 

And their odd evening ended in a very interesting revenge plan.

➜ To enjoy more powerful short films, subscribe to the channel and join the delightful Dramatizers – https://www.youtube.com/channel/UCLPcExUeE7MR7sTbQHd5l7A?sub_confirmation=1

➜ Don’t forget to check out the community tab for BTS content, Q&A sessions with the crew, channel updates, and more – https://www.youtube.com/@DramatizeMe/community

➜ Feel free to take a look at our other projects to treat yourself to stories about love, fresh animations, and special edition episodes:

Lovebuster – https://www.youtube.com/@LoveBuster_
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

⭐ And don’t forget – the biggest changes in life can start with a tiny spark!
 
For any business inquiries, please email us at business@amo.tech
""",2024-03-26 23:00:09,336252,7808.0,0,289,527,https://i.ytimg.com/vi/LqXxI9kiHks/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,5lrtvPD-0b4,My Boss Hires Only Pretty Ladies | @LoveBuster,"People should be hired to do a job based on their skills, right?

After successfully closing an interview, Roger notices another candidate walk into his office. He’s bombarded with Kathrine’s gorgeous looks. He pushes the first interviewee, Sharon, aside and already has his mind set on hiring the foxy girl. Yet, Sharon isn’t ready to give up. 

She suggests an honest test, which would decide which of the girls will stay. Roger agrees. But decides to stack all odds in the pretty lady’s favor. 

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-22 23:00:04,278483,5706.0,0,423,444,https://i.ytimg.com/vi/5lrtvPD-0b4/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,YM6ik5usTmI,Pizza Boy Became My Superman | @LoveBuster_,"Do you believe in fateful encounters?

As Shakil was delivering pizza, a young girl opened the door. She eyed him. Dragged him into the house. Showed money into his face and told him to stay for dinner with her. Shakil couldn’t figure out what was happening. But he needed the money. He changed into a fancy suit and let Hanna lead him to the hall.

There, the girl introduced Shakil to her dad as the father of her child. 

What did a regular pizza guy get himself into?

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-19 23:00:29,872060,10318.0,0,374,744,https://i.ytimg.com/vi/YM6ik5usTmI/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,H7MkF40bWC8,Jealous Girl Stole My Husband | @LoveBuster_,"Can you be happy for others?

Sarah can’t. She was jealous of Emmy’s husband. And she waited for the right moment to make her move.

When Emmy was alone, she heard a knock on the door. At the entrance, a stranger began to woo her, claiming that she was smart in ordering his “services”. At this moment, Emmy’s spouse, John, showed up. He was suspicious of a random guy flirting with his wife, but not yet convinced of anything. That’s when Sarah popped out, fuelling their fight with her lies.

Will she succeed in breaking up the couple? 

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-15 23:00:07,295830,6014.0,0,334,491,https://i.ytimg.com/vi/H7MkF40bWC8/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,5C2RfLc3ivE,I Challenge My Boyfriend's Loyalty | @LoveBuster_,"How would you test whether your partner was faithful to you?

Sharon, suspecting that her husband is cheating, goes on a spree of mischief to find out the truth. She slathered his underwear in red pepper and invited him for a lo-o-o-ng “pleasant” evening together. Sharon thought that if her man was uncomfortable enough, he couldn’t fully control his lies. 

But when everything was seemingly about to go down, Sharon saw her husband with… another man?

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-09 23:00:03,253366,4883.0,0,311,727,https://i.ytimg.com/vi/5C2RfLc3ivE/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,UDYGLrziKgw,Runaway Princess Found Love | @LoveBuster_,"Can a single person change one’s life?

Well, just ask Noa.

He’s a police officer on a break, enjoying coffee and the snowy weather. Suddenly, a girl dressed like royalty runs up to him and asks to be arrested. Noa dismisses her. Yet, the girl is determined – she grabs his drink and splashes it all over him. Baffled and now annoyed, Noa puts her in the car, about to drive her to the station.

At that moment, his partner shows up, telling Noa that someone is looking for a runaway princess and will pay a million dollars to the person who finds her.

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-08 23:00:17,782285,11294.0,0,335,691,https://i.ytimg.com/vi/UDYGLrziKgw/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,LOKSu3ELxWA,I Went On A Date With A Sexist | @LoveBuster_,"What do you think defines a good man?

Sara had her own opinion on this. She was sitting in her car when a guy stuck his head through the window and began to hit on her. But she instantly knew how to act. She closed her auto’s window, essentially trapping the rascal. And then she started to drive.

But when the guy begged her to stop and swore to do anything as an apology, Sara asked him to take her on a date. 

➜ To enjoy more powerful short films, subscribe to the channel and join the delightful Dramatizers – https://www.youtube.com/channel/UCLPcExUeE7MR7sTbQHd5l7A?sub_confirmation=1

➜ Don’t forget to check out the community tab for BTS content, Q&A sessions with the crew, channel updates, and more – https://www.youtube.com/@DramatizeMe/community

➜ Feel free to take a look at our other projects to treat yourself to stories about love, fresh animations, and special edition episodes:

Lovebuster – https://www.youtube.com/@LoveBuster_
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

⭐ And don’t forget – the biggest changes in life can start with a tiny spark!
 
For any business inquiries, please email us at business@amo.tech",2024-03-05 23:00:12,429926,7720.0,0,293,481,https://i.ytimg.com/vi/LOKSu3ELxWA/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,syn9DQ2dTrU,Poor Girl Ate Wedding Ring | @LoveBuster_,"Do you have a dream you cherish?

Sarah does. But no one knows about it.

As she takes a break from her dishwasher job, she decides to eat a piece of a returned cake. Inside, she discovers a ring. She runs out on the street, looking for a man who was recently asking about the jewel. But encounters him fighting with his fiance. Sarah waits for the two to stop before approaching the guy to return the lost ring. 

Curiously, this simple act of kindness would soon turn her life upside down.

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special –https://www.youtube.com/@DramatizeMe.Speciall

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-03-02 23:00:24,1329236,41906.0,0,2062,643,https://i.ytimg.com/vi/syn9DQ2dTrU/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,Mv9twIMAsAM,Brave Pilot Saved Immigrant Girl | @LoveBuster_,"Do you think that love can save a person?

Maria, fleeing the war in her country, was denied entry by a biased migrant service worker, Victoria. While the girl felt defeated and lost, a kind pilot came up and promised to help out. He told her to stay at the airport until he returned and asked Victoria to look after the girl. But she was determined to get rid of Maria.

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-02-27 23:00:10,773461,10951.0,0,433,735,https://i.ytimg.com/vi/Mv9twIMAsAM/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,K2PMTCoNkp8,I Ruined My Neighbor’s Date | @LoveBuster_,"Are there any things you find difficult to talk about with your loved ones?

Judy has something she keeps to herself.

She really wants to have a child with her husband. But her man seems to prioritize work and not show much interest in family life. So, Judy decides to trick him into getting her pregnant. One day, she prepares a wonderful meal, dresses up spicily, and sabotages the “protection”. 

But her seemingly perfect plan would soon go horribly wrong, potentially destroying not one, but two relationships. 

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-02-24 23:00:10,272740,4657.0,0,216,553,https://i.ytimg.com/vi/K2PMTCoNkp8/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,IPrR4CspJe0,Millionaire Left Fiancée For Poor Girl | @LoveBuster_,"Don't forget to subscribe 😉

Wendy is delivering a wedding cake to her clients’ house. Unfortunately, she slips and drops the pastry. Heather, the soon-to-be wife, runs up to her and begins screaming at the “lousy courier”. 

Her fiance shows up, trying to calm her down. Heather tells him to get ready since the wedding is about to start. She then turns to Wendy, orders her to buy a new cake with her own money, and walks off.

As Wendy is still on the ground, holding back tears, a car stops near her. It’s the groom again. He tells Wendy to get in the vehicle so they can pick out a new pastry together.

But why would he help a person who nearly ruined his wedding?

Facebook 👉 https://bit.ly/3hYlFbm  
Instagram  👉  https://bit.ly/483yIQw  
TikTok 👉 https://bit.ly/47uyEce

#LoveBuster #LoveStory

For any business inquiries, please email us at business@amo.tech",2024-02-20 23:00:08,536765,9254.0,0,274,658,https://i.ytimg.com/vi/IPrR4CspJe0/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,MOKw0XeYZK8,I Dumped My BF Over Money | @LoveBuster_,"Can money be a source of conflict in a relationship?

It surely is for Ben and Jenny. After the couple finds out they won the lottery, Jenny runs around the house in pure bliss. But Ben quietly grabs the ticket and tries to walk away. Jenny quickly sees what her man is trying to do and tries to stop him. Yet, he locks himself in the bathroom and calls the cops on her.

➜ To enjoy more powerful love stories, subscribe to the channel and join our heartfelt community  – https://www.youtube.com/@LoveBuster_?sub_confirmation=1

➜ Don’t forget to check out the community tab for all-about-love content, inspirational posts, and more – https://www.youtube.com/@LoveBuster_/community

➜ Feel free to take a look at our other projects to treat yourself to soul-stirring stories, fresh animations, and special edition episodes:

DramatizeMe – https://www.youtube.com/@DramatizeMe
Animatters – https://www.youtube.com/@AmoMama
DramatizeMe Special – https://www.youtube.com/@DramatizeMe.Special

💗 And don’t forget – cherish everything that fills you with love!
 
For any business inquiries, please email us at business@amo.tech",2024-02-17 23:00:21,292376,5825.0,0,295,681,https://i.ytimg.com/vi/MOKw0XeYZK8/default.jpg,Not Available
UUASGyre6VNuPsF5f9f9nm8g,y3VqIVUwQGA,Bride Changed Her Life After Kiss | @LoveBuster_,"Don't forget to subscribe 😉

Tomorrow will be the happiest day of Alice’s life. Or so her abusive husband would like her to think.

As Alice picks out a wedding dress at a store, a girl bursts into her dressing room. Confused and scared, Alice begins to raise her voice, demanding an explanation. The girl suddenly kisses Alice to stop her from shouting. 

She whispers to the bride-to-be: “Calm down and help me”...

Facebook 👉 https://bit.ly/3hYlFbm  
Instagram  👉  https://bit.ly/483yIQw  
TikTok 👉 https://bit.ly/47uyEce

#LoveBuster #LoveStory

For any business inquiries, please email us at business@amo.tech",2024-02-13 23:00:29,300768,5010.0,0,299,764,https://i.ytimg.com/vi/y3VqIVUwQGA/default.jpg,Not Available
